id,news_website_homepage,extracted_keywords,internal_urls,manual_topic_label
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-drive/bike-reviews,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-drive/cars-first-look,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-drive/bikes-first-look,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-drive/bike-comparisons,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-drive/car-comparisons,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-drive/features-shows,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-now,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-now/india,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-now/india-upfront,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-now/newshour,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-now/shows,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/times-now/world,Multimedia
22,https://www.timesnownews.com/,"video, videos",https://www.timesnownews.com/videos/news-plus,Multimedia
